-PEND] has_pending: sensor=Notused3, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.4s_pending: sensor=Mib3_Cell_11_DEV, pending_count=0, result=Cell_12, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.488] [MM2-PEND] has_pending: sensor=Open_AC2_Fault, src=AN_DEV, pending_count=0, resul
[00:12:15.488] [MM2-PEND] haspSetPointDrReq, src=CAN_DEV, pPEND] has_pending: sensor=emEdmSrcLim_pwrKw, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.488] [MM2-PEND] has_pending: sensor=Card, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.488] [MM2-PEND] has_pending: sensor=Mib3_Cell_14, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:1MM2-PEND] has_pending: sensor=rc=CAN_DEV, pending_count=0, rult=FALSE
[00:12:15.488] [MMled, src=CAN_DEV, pending_counE
[00:12:15.488] [MM2-PEND] has_pending: sensor=Mib1_Cell_3, src=CAN_DEV, pending_count=END] has_pending: sensor=IPS_ODutyCycle, src=CAN_DEV, pendin=FALSE
[00:12:15.488] [MM2-PEND] has_pending: sensor=Mib3_Cell_15, src=CAN_DEV, pending_ALSE
[00:12:15.489] [MM2-PENDEV, pending_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=HVIL_PTC_HTR_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=SIM100_Err_VxR, ing_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=PchgOT_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=Mib2_Cell_14, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=SIM100_temp, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=Mib5_Cell_6, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=SccA_Ch3FaultCount, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=brkRearPostBstAbslt_prs, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.489] [MM2-PEND] has_pending: sensor=HV_PTC_ExtPwrSup_Flt, src=CAN_DEV, pending_count=0, result=FA.490] [MM2-PEND] has_pending: sensor=brkVacAbslt_prs, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.490] [MM2-PEND] has_pending: sensor=HV_PTC_SW_Version_Rsp, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.490] [MM2-PEND] has_pending: sensor=SccA_Stringpending_count=0, result=FALSE0] [MM2-PEND] has_pending: senoWayOverTemp, src=CAN_DEV, pen822] [MM2-PEND] has_pending: snding_count=0, result=FALSE
:15.822] [MM2-PEND] has_pending: sensor=gnd2, src=CAN_DEV, pLSE
[00:12:15.822] [MM2-PEND] has_pending: sensor=SccA_ChrgCtrlIsOutputDischargedF, src=CAN_DEV, pending_count=0, resu15.822] [MM2-PEND] has_pending: sensor=M1Therm1DegC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.822] [MM2-PE_LvSSR2, src=CAN_DEV, pending_count=0, result=FALSE
[00:123_CC_low, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.823] [MM2-PEND] has_pending: sensor=SccA_String1OverCurrentFault, src=CAN_DEV, pendinlt=FALSE
[00:12:15.823] [MM2-PEND] has_pending: sensor=HVIL_SCC_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.823] [MM2-PEND] has_pending: sensor=Mib2_Cell_6, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.823] [MM2-PEND] has_pending: sensor=HV_PTC_Discharge_Rq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.823] [MM2-PEND] ing: sensor=CellODLockout_Fault, src=CAN_DEV, pending_count=md_ReqVoltage, src=CAN_DEV, peg_count=0, result=FALSE
[00:12:15.823] [MM2-PEND] has_pending: sensor=SIM100_Err_Vpwr, sDEV, pending_count=0, result=F2:15.824] [MM2-PEND] has_pendinsor=Mib0_Cell_8, src=CAN_DEV, pending_count=0, result=FALSE sensor=Hvsense_MAINPOS_Fault, src=CAN_DEV, pending_count=0,2-PEND] has_pending: sensor=SI00_No_New_Estimates, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.824] [MM2-PENDs_pending: sensor=Mib3_Cell_4, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.824] [MM2-PEND] has_pending: sensor=IPS_OBCState9, src=CAN_DEV, pending_count=0, result=FALSE:15.824] [MM2-PEND] has_pending: sensor=HVAC_UserPowerStateStatus, src=CAN_DEV, pending_co, result=FALSE
[00:12:15.824ed5, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.824] [MM2-PEND] has_pending: sensor=KL30Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.824] [MM2-PEND] has_pending: sensor=IsolationComFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.825] [MM2-PEND] has_pending: sensor=SccA_ReadyToCharge, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.825] [MM2-PEND] has_pending: sensor=is_Main_N_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.825] [MM2-PEND] has_pending: sensor=SolarPos, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.825] [MM2-PEND] has_pending: sensor=CurrentDrop_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.825] [MM2-PEND] has_pending: sensor=ChargePos, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.825] [MM2-PEND] has_pending: sensor=SccA_String3Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.825] [MM2-Perm3DegC, src=CAN_DEV, pendinghas_pending: sensor=MainNeg, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.825] [MM2-PEND] has_pending: sensor=Mib0_Cell_6, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.826] [MM2-PEND] has_pending: sensor=Mib0_Cell_0, src=0, result=FALSE
[00:12:15.826] [MM2-PEND] has_pending: sensor=IPS_OBCState3, src=CAN_DEV, pending_count=0, result=FAL
[00:12:15.826] [MM2-PEND] has_pending: sensor=HVAC_BlowerSegmentStatus, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.826] [MM2-PEND] has_pending: sensor=IPS_OBCCurrActL2, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:15.826] [MM2-PEND] has_pending: sensor=SFP203_current, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.158] [MM2-PEND] has_pending: sensor=Open_Main_P_Fault, src=CAN_DEV, pending_MM2-PEND] has_pending: sensor=ng7Enabled, src=CAN_DEV, pending_count=0, result=FALSE
[00Vexi, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:1659] [MM2-PEND] has_pending: se [MM2-PEND] has_pending: sensoelectrical_isolation_un, src=C2-PEND] has_pending: sensor=GPIO_3, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.159] [MM2-PEND] has_pending: AN_DEV, pending_count=0, resulFALSE
[00:12:16.159] [MM2-PEND] has_pending: sensor=Close_AC2_Fault, src=CAN_DEV, pendint=FALSE
[00:12:16.159] [MM2-=Mib1_Cell_12, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.159] [MM2-PEND] has_pending: sensor=SIG_IS_BMS_REAlt=FALSE
[00:12:16.159] [MM2as_pending: sensor=SccA_String1OverCurrentFault, src=CAN_DEVD] has_pending: sensor=Mib3_Ce src=CAN_DEV, pending_count=0,ng: sensor=Mib4_Cell_7, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.159] [MM2-PEND] has_pending: sensor=MaxCe0, result=FALSE
[00:12:16.160] [MM2-PEND] has_pending: sensor=DCDCMode, src=CAN_DEV, pen60] [MM2-PEND] has_pending: sensor=Notused1, src=CAN_DEV, pecount=0, result=FALSE
[00:12:16.160] [MM2-PEND] has_pending: sensor=edmSrcLim_pwrKw, srcCAN_DEV, pending_count=0, result=FALSE
[00:12:16.160] [MM2-PEND] has_pending: sensor=Hvs_Fault, src=CAN_DEV, pending_cding: sensor=is_AC_Charge_1_Clrc=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.160] [ending: sensor=SIM100_energy_stored, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:1e_SOLPOS_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.160] [MM2-PEND] hasng: sensor=SccA_isString3EnablAN_DEV, pending_count=0, result=FALSE
[00:12:16.160] [MM2-ensor=Mib2_Cell_11, src=CAN_DEnding_count=0, result=FALSE
, pending_count=0, result=FALSE
[00:12:16.161] [MM2-PEND] has_pending: sensor=SccA_SccVOt=0, result=FALSE
[00:12:16.] has_pending: sensor=IPS_OBCDschCPSt, src=CAN_DEV, pending_MM2-PEND] has_pending: sensor=ing5OverVoltageFault, src=CAN_6.161] [MM2-PEND] has_pending: sensor=Physicalrequest_TPMS, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.161] 2-PEND] has_pending: sensor=Err_Over_temperature, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.161] [MM2-PEND] has_pending: sensor=HV_PTC_Slave_Min, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.161] [MM2-PEND] has_pending: sensor=devEstpSwtch_st, src=CAN_DEV, pending_count=0, res: sensor=BATNEG_5V, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.161] [MM2-PEND]: sensor=is_PCHG_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.162] [MM2-PEND] has_pending: sensor=motInstUlimTrq_nm, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.162] [MM2-PEND] has_pending: sensor=SccA_isString5Enabled, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.494] [MM2-PEND] has_pending: sensor=is_SRS_Pyrofuse_Ignited, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.495] [MM2-PEND] has_pending: sensor=SccA_String3OverCurrentFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.495] [MM2-PEND] has_pending: anualDefrostStateStatus, src=CV, pending_count=0, result=FALSE
[00:12:16.495] [MM2-PEND]ressor_controller_temp, src=CAN_DEV, pending_count=0, resultending: sensor=ThermUT_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.496] [MM2-PEND] has_pending: sensor=is_Solar_P_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.496] [MM2-PEND] has_pending: sensor=PhoneAvgRSSI, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.MM2-PEND] has_pending: sensor=Mib4_Cell_3, src=CAN_DEV, pending_count=0, result=FALSE
[0] has_pending: sensor=SccA_MidBusVoltage, src=CAN_DEV, pending_count=0, result=FALSE
[00nsor=Temp_DCFC_N, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=Mib1_Cell_4c=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=TyMoveEnable, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=is_Main_N_Closedc=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=SgeFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=SccA_SwVerMinor, srcount=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=PrechargeOT_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=IPS_DCDCID, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=UI_HVAC_ACDisableReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=Physicalresponse_data, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.497] [MM2-PEND] has_pending: sensor=TwoWayPosition, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending: sensor=PyroIgnited_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending: sensor=Mib4_Cell_12, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending: sensor=drvStNakRsn_sts, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending: sensor=edmHv_volt, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending: sensor=SccA_ChrgCtrlState, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending: sensor=Mib2_Cell_11, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending: sensor=SccA_String2Current, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending: sensor=IsolationTunt=0, result=FALSE
[00:12:16.498] [MM2-PEND] has_pending:r_N_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00ng: sensor=SIM100_Vp, src=CAN_EV, pending_count=0, result=FALSE
[00:12:16.499] [MM2-PEND] has_pending: sensor=AcChargeunt=0, result=FALSE
[00:12:16.499] [MM2-PEND] has_pending: sensor=Err_Over_Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.499] [MM2-PEND] has_pending: sensor=is_BMS_Pyrofuse_Ignited, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.499] [MM2-PEND] has_pending: sensor=Notused1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.499] [MM2-PEND] has_pending: sensor=IPS_OBCModeSt, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.831] [MM2-PEND] has_pending: sensor=UI_AmbientLightingBrightnessReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.831] [MM2-PEND] has_pending: sensor=Mib2_Cell_14, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.831] [MM2-PEND] has_pending_1_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.831] [MM2-PEND] has_pending: sensor=RadBypassLinErr, src=CAN_DEV, pending_count=0, r0:12:16.831] [MM2-PEND] has_pending: sensor=Mib4_Cell_15, srount=0, result=FALSE
[00:12:831] [MM2-PEND] has_pending: sensor=M5Therm3DegC, src=CAN_DEV, pending_count=0, result=FAL31] [MM2-PEND] has_pending: sensor=SccA_bmsVbattOut, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.832] [MM2-PEND] has_pending: sensor=invPwrStg_degC, src=CAN_DEV, pending_count=0, result=FALSE
[00:1ND] has_pending: sensor=Mib1_Cell_12, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.832] [MM2-PEND] has_pendingc=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.833] [MM2-PEND] has_pending: sensor=Desult=FALSE
[00:12:16.833] [MM2-PEND] has_pending: sensor=BattPump_DryRunningSta, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.833] [MM2-PEND] has_pending: sensor=SFP20discharging_low, src=CAN_DEV, nding_count=0, result=FALSE
ng_count=0, result=FALSE
[00] has_pending: sensor=GPIO_1, _DEV, pending_count=0, result=c=CAN_DEV, pending_count=0, ret=FALSE
[00:12:16.833] [MM2-D] has_pending: sensor=twoWayVesult=FALSE
[00:12:16.833] [as_pending: sensor=Mib1_Cell_9, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.833otused2, src=CAN_DEV, pending_unt=0, result=FALSE
[00:12:16.833] [MM2-PEND] has_pending:0_Cell_3, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.834] [MM2-PEND] has_pending: sensor=SIM100_Err_Vexi, src=CAN_DEV, pending_count=0, re=FALSE
[00:12:16.834] [MM2-PEND] has_pending: sensor=Mib1_Cell_1, src=CAN_DEV, pending_cMM2-PEND] has_pending: sensor=E, src=CAN_DEV, pending_count=, result=FALSE
[00:12:16.834] [MM2-PEND] has_pending: sensor=Mib0_Cell_15, src=CAN_DEV, sult=FALSE
[00:12:16.834] [Mpending: sensor=Err_CommunicatPEND] has_pending: sensor=Notupending_count=0, result=FALSE.834] [MM2-PEND] has_pending: sensor=Open_DCFC_N_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.834] [MM2ding: sensor=CrashSensor_Faultending_count=0, result=FALSE
[00:12:16.834] [MM2-PEND] hasesult=FALSE
[00:12:16.835] [ng: sensor=SccA_String5Current, src=CAN_DEV, pending_count=0s_pending: sensor=IsolationResc=CAN_DEV, pending_count=0, re
[00:12:16.836] [MM2-PEND] h_count=0, result=FALSE
[00:1PEND] has_pending: sensor=Disc_count=0, result=FALSE
[00:12:16.840] [MM2-PEND] has_pending: sensor=UI_HatchOpenReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:16.840] [MM2-PEND] has_pending: sensor=SIM100_Cp, src=CAN_DEV, pendingnsor=SccA_String4Voltage, src=count=0, result=FALSE
[00:12nt=0, result=FALSE
[00:12:17M2-PEND] has_pending: sensor=DiagRsp_ACM, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.173] [MM2-PEND] has_pen pending_count=0, result=FALSE17.173] [MM2-PEND] has_pendingensor=Mib5_Cell_11, src=CAN_DEV, pending_count=0, result=FALN_Drive_On, src=CAN_DEV, pendi0, result=FALSE
[00:12:17.173] [MM2-PEND] has_pending: sensor=is_PCHG_Drive_On, src=CAN_DEV, pending_count=0, result=ForClose_req, src=CAN_DEV, pend0, result=FALSE
[00:12:17.173] [MM2-PEND] has_pending: senFALSE
[00:12:17.173] [MM2-PEensor=Open_AC2_Fault, src=CAN_DEV, pending_count=0, result=F, src=CAN_DEV, pending_count=0=FALSE
[00:12:17.174] [MM2-PEND] has_pending: sensor=drvSt
[00:12:17.174] [MM2-PEND] has_pending: sensor=APC_compressor_input_power, src=CAN_DEV, pe00:12:17.174] [MM2-PEND] has_p=CAN_DEV, pending_count=0, res=FALSE
[00:12:17.174] [MM2-P_count=0, result=FALSE
[00:1 [MM2-PEND] has_pending: sensor=motRtrUlimDerEndThr_degC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.174] [MM2-PEND] has_pending: sensor=VehicleModeStatus, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.174] [MM2-PEND] has_pending: sensor=SccA_String3Current, src=CAN_DEV, pending_count=0, result=FALSE
[00:1 src=CAN_DEV, pending_count=0,lt=FALSE
[00:12:17.174] [MM2-PEND] has_pending: sensor=HvsOLNEG_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.174] [MM2-PEND] has_pending: sensor=is_DCFC_N_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.175=Mib4_Cell_14, src=CAN_DEV, pe0, result=FALSE
[00:12:17.175] [MM2-PEND] has_pending: senV, pending_count=0, result=FALSE
[00:12:17.175] [MM2-PEND] has_pending: sensor=GPIO_2, src=CAN_DEV, pending_count=0, r17.175] [MM2-PEND] has_pending: sensor=Mib3_Cell_2, src=CAN_DEV, pending_count=0, result=F5] [MM2-PEND] has_pending: senlnt_degC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.175] [MM2-PEND] has_pendiensor=SccA_SwVerPatch, src=CANDEV, pending_count=0, result=FALSE
[00:12:17.176] [MM2-PEND] has_pending: sensor=Mib4_CeCAN_DEV, pending_count=0, result=FALSE
[00:12:17.176] [MM2-PEND] has_pending: sensor=SccA_String4OverCurrentFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.176] [MM2-PEND] has_pending: sensor=Notused6, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:nsor=M5Therm0DegC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.176] [MM2-PEND] has_pending: sensor=SccA_Outpug_count=0, result=FALSE
[00:12:17.176] [MM2-PEND] has_pending: sensor=Mib0_Cell_1, src=Count=0, result=FALSE
[00:12:6] [MM2-PEND] has_pending: sensor=HV_PTC_HV_Voltage_Valid, sult=FALSE
[00:12:17.177] [MM2-PEND] has_pending: sensor=M5Therm1DegC, src=CAN_DEV, pendiFALSE
[00:12:17.177] [MM2-PEng: sensor=motGrRat_sgl, src=CV, pending_count=0, result=FAL5V, src=CAN_DEV, pending_countresult=FALSE
[00:12:17.509] [MM2-PEND] has_pending: sensornding_count=0, result=FALSE
00:12:17.509] [MM2-PEND] has_p: sensor=SIM100_Vb_un, src=CANSE
[00:12:17.509] [MM2-PEND] has_pending: sensor=VCU_IPS_PpSet, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.509] [MM2-PEND] has_pending: sensor=MinCellVoltage_Mib, src=CAN_DEV, pending_count=0, res=FALSE
[00:12:17.509] [MM2-PEND] has_pending: sensor=M1Thec=CAN_DEV, pending_count=0, reg: sensor=SIM100_Err_Vx1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.509] [MM2-PEND] has_pending: sensor=Mib4_Cell_1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.509] [MM2-PEND] has_pending: sensor=MaxCellVoltage_ID, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.509] [MM2-PEND] has_pending: sensorrc=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.510] [MM2-PEND] has_pending: sensor=Mib0_Cell_6, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.510] [MM2-PEND] has_pending: sensor=HVIL_OBC_AC_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.510] [MM2-PEND] has_pending: sensor=MaxThermDegC_Mib, src=CAN_=0, result=FALSE
[00:12:17.510] [MM2-PEND] has_pending: sensor=Close_Precharge_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.510] [MM2-PEND] has_pending: sensor=IPS_OBCStStep, src=CAN_DEV, pen_count=0, result=FALSE
[00:12:17.510] [MM2-PEND] has_pending: sensor=is_HVIL_2_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.510] [MM2-PEND] has_pending: sensor=RadBypassMotor, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.510] [MM2-PEND] has_pending: sensor=invCpctUlimDerEndThr_degC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511] [MM2-PEND] has_pending: sensor=is_DCFC_P_Drive_On, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511] [MM2-PEND] has_pending: sll_2, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511] [MM2-PEND] has_pending: sensor=mux, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511] [MM2-PEND] has_penense_OBCAC2_CHRGPOS_Fault, src=CAN_DEV, pending_count=0, res
[00:12:17.511] [MM2-PEND] h_pending: sensor=HVIL_1_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511] [MM2-PEND] has_pending: sensor=Mib1_Cell_5, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511] [MM2-PEND] has_pending: sensor=SccA_String7En, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511pending: sensor=SccA_String5OverCurrentFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511] [MM2-PEND] has src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.511] [MM2-PEND] has_pending: sensor=LvSSR1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.512] [MM2-PEND] has_pending: sensor=is_Solar_N_Drive_On=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.512] [MM2-PEND] has_pending: sensor=Scrc=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.512] [MM2-PEND] has_pending: sensor=Mib5_Cell_0, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.512] [MM2-PEND] has_pending: sensor=SccA_String3En, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.512] [MM2-PEND] has_pending: sensor=Notused1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.512] [MM2-PEND] has_pending: sensor=SFP203_CC_discharging_high, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.512] [MM2-PEND] has_pending: sensor=Mib2_Cell_1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:17.512] [MM2-PEND] has_pending: sensor=Notused4, src=CAN_DEV, pending_count=0, result=FALSE
